t,s,x,y,psi,vx,vy,dpsi,delta,ax,ay,ddpsi,jerk,R_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref,alpha,dmin,v_lead,d_gap,Fy_f,Fy_r
8.600000,230.205127,231.612610,-0.393743,-0.004328,28.253060,0.017450,-0.005659,-0.000411,0.286753,0.018420,0.004680,-0.034847,246.714789,0.001186,0.003104,-0.001277,-4.746940,33.000000,230.205127,-0.392018,-0.002769,0.000000,168.813158,33.000000,203.830419,-60.760117,-72.271635
8.650000,231.617941,233.025968,-0.398954,-0.004592,28.267355,0.018141,-0.005266,-0.000329,0.285895,0.013830,0.007854,-0.034517,245.971904,0.001634,0.002265,-0.001433,-4.732645,33.000000,231.617941,-0.396023,-0.002895,0.000000,167.400562,33.000000,204.067051,-57.819048,-72.405229
8.700000,233.031633,234.440038,-0.404518,-0.004826,28.281607,0.018582,-0.004678,-0.000222,0.285045,0.008815,0.011753,-0.034172,245.231241,0.002152,0.001226,-0.001570,-4.718393,33.000000,233.031633,-0.400197,-0.003022,0.000000,165.987250,33.000000,204.302971,-52.839886,-71.006265
8.750000,234.445872,235.854817,-0.410410,-0.005019,28.295817,0.018706,-0.003870,-0.000088,0.284203,0.002473,0.016169,-0.033837,244.492776,0.002679,0.000034,-0.001677,-4.704183,33.000000,234.445872,-0.404570,-0.003148,0.000000,164.573222,33.000000,204.538180,-45.717541,-67.784278
8.800000,235.860820,237.270303,-0.416610,-0.005171,28.309986,0.018083,-0.003037,0.000007,0.283366,-0.012450,0.016669,-0.033580,243.756491,0.001895,-0.001321,-0.001745,-4.690014,33.000000,235.860820,-0.409108,-0.003274,0.000000,163.158483,33.000000,204.772680,-39.900426,-62.426619
8.850000,237.276639,238.686494,-0.423078,-0.005274,28.324112,0.017103,-0.002060,0.000134,0.282534,-0.019596,0.019535,-0.033384,243.022371,0.002538,-0.002795,-0.001771,-4.675888,33.000000,237.276639,-0.413837,-0.003400,0.000000,161.743033,33.000000,205.006475,-30.836507,-55.479485
8.900000,238.693000,240.103389,-0.429760,-0.005318,28.338197,0.015824,-0.000886,0.000289,0.281703,-0.025588,0.023481,-0.033245,242.290405,0.003108,-0.004360,-0.001749,-4.661803,33.000000,238.693000,-0.418742,-0.003525,0.000000,160.326876,33.000000,205.239565,-19.357022,-46.867079
8.950000,240.110227,241.520984,-0.436592,-0.005294,28.352241,0.014155,0.000490,0.000464,0.280872,-0.033384,0.027524,-0.033228,241.560589,0.003501,-0.005964,-0.001668,-4.647759,33.000000,240.110227,-0.423821,-0.003650,0.000000,158.910013,33.000000,205.471953,-6.000422,-36.325599
9.000000,241.527991,242.939280,-0.443502,-0.005192,28.366243,0.011964,0.002035,0.000647,0.280037,-0.043816,0.030881,-0.033323,240.832924,0.003650,-0.007527,-0.001519,-4.633757,33.000000,241.527991,-0.429091,-0.003775,0.000000,157.492448,33.000000,205.703641,8.738145,-23.648987
9.050000,242.946455,244.358273,-0.450412,-0.005008,28.380203,0.009146,0.003685,0.000824,0.279195,-0.056349,0.033006,-0.033540,240.107421,0.003535,-0.009004,-0.001293,-4.619797,33.000000,242.946455,-0.434525,-0.003899,0.000000,156.074183,33.000000,205.934631,24.354654,-8.823059
9.100000,244.365778,245.777963,-0.457239,-0.004740,28.394120,0.005650,0.005357,0.000980,0.278343,-0.069935,0.033449,-0.033879,239.384099,0.003134,-0.010288,-0.000985,-4.605880,33.000000,244.365778,-0.440154,-0.004022,0.000000,154.655221,33.000000,206.164925,40.197220,7.926652
9.150000,245.785633,247.198347,-0.463947,-0.004423,28.407995,0.000490,0.006333,0.000914,0.277509,-0.103191,0.019514,-0.033724,238.662963,-0.001330,-0.011320,-0.000594,-4.592005,33.000000,245.785633,-0.445951,-0.004146,0.000000,153.235565,33.000000,206.394525,45.071772,26.144533
9.200000,247.206342,248.619423,-0.470452,-0.004068,28.421827,-0.004371,0.007115,0.000913,0.276634,-0.097228,0.015639,-0.034176,237.944011,-0.000025,-0.012054,-0.000155,-4.578173,33.000000,247.206342,-0.451927,-0.004268,0.000000,151.815218,33.000000,206.623433,56.034218,42.694827
9.250000,248.627580,250.041190,-0.476666,-0.003676,28.435615,-0.008631,0.007835,0.000934,0.275752,-0.085201,0.014393,-0.035147,237.227322,0.000419,-0.012403,0.000323,-4.564385,33.000000,248.627580,-0.458084,-0.004391,0.000000,150.394181,33.000000,206.851653,67.438984,57.328562
9.300000,250.049666,251.463646,-0.482520,-0.003254,28.449358,-0.012499,0.008439,0.000937,0.274874,-0.077357,0.012081,-0.035217,236.512919,0.000065,-0.012298,0.000837,-4.550642,33.000000,250.049666,-0.464407,-0.004513,0.000000,148.972459,33.000000,207.079185,76.636877,70.383922
9.350000,251.472277,252.886789,-0.487961,-0.002814,28.463059,-0.016205,0.008791,0.000890,0.274007,-0.074120,0.007039,-0.034901,235.800788,-0.000946,-0.011639,0.001380,-4.536941,33.000000,251.472277,-0.470921,-0.004634,0.000000,147.550054,33.000000,207.306032,82.162191,81.895776
9.400000,252.895572,254.310617,-0.492959,-0.002378,28.476716,-0.019820,0.008730,0.000768,0.273156,-0.072286,-0.001207,-0.034361,235.090902,-0.002428,-0.010407,0.001940,-4.523284,33.000000,252.895572,-0.477596,-0.004755,0.000000,146.126969,33.000000,207.532196,83.010973,91.363722
9.450000,254.319705,255.735126,-0.497508,-0.001973,28.490333,-0.023230,0.008103,0.000557,0.272324,-0.068203,-0.012545,-0.033647,234.383218,-0.004226,-0.008545,0.002497,-4.509667,33.000000,254.319705,-0.484458,-0.004875,0.000000,144.703207,33.000000,207.757679,78.275902,97.819370
9.500000,255.744359,257.160316,-0.501627,-0.001633,28.503908,-0.026145,0.006794,0.000252,0.271515,-0.058299,-0.026183,-0.032808,233.677670,-0.006088,-0.006066,0.003022,-4.496092,33.000000,255.744359,-0.491488,-0.004995,0.000000,143.278771,33.000000,207.982484,67.396621,99.985033
9.550000,257.169843,258.586184,-0.505347,-0.001386,28.517445,-0.027839,0.004941,-0.000077,0.270726,-0.033895,-0.037056,-0.031966,232.974237,-0.006592,-0.002985,0.003481,-4.482555,33.000000,257.169843,-0.498691,-0.005114,0.000000,141.853662,33.000000,208.206612,53.435404,96.508009
9.600000,258.595846,260.012728,-0.508734,-0.001260,28.530943,-0.028190,0.002524,-0.000460,0.269957,-0.007020,-0.048346,-0.031161,232.272846,-0.007649,0.000674,0.003846,-4.469057,33.000000,258.595846,-0.506072,-0.005232,0.000000,140.427882,33.000000,208.430065,33.605047,86.972734
9.650000,260.022673,261.439946,-0.511889,-0.001286,28.544402,-0.027147,-0.000515,-0.000907,0.269193,0.020865,-0.060775,-0.030664,231.573443,-0.008946,0.004825,0.004090,-4.455598,33.000000,260.022673,-0.513612,-0.005350,0.000000,139.001434,33.000000,208.652845,6.974636,71.004489
9.700000,261.450017,262.867834,-0.514955,-0.001496,28.557823,-0.024592,-0.004216,-0.001420,0.268409,0.051101,-0.074025,-0.030964,230.876018,-0.010257,0.009397,0.004182,-4.442177,33.000000,261.450017,-0.521342,-0.005467,0.000000,137.574317,33.000000,208.874953,-26.652694,48.116817
9.750000,262.878029,264.296391,-0.518108,-0.001925,28.571201,-0.020311,-0.008565,-0.001984,0.267576,0.085627,-0.086974,-0.032345,230.180620,-0.011291,0.014216,0.004088,-4.428799,33.000000,262.878029,-0.529228,-0.005584,0.000000,136.146533,33.000000,209.096393,-66.781286,17.805053
9.800000,264.306856,265.725614,-0.521561,-0.002599,28.584534,-0.014054,-0.013478,-0.002576,0.266658,0.125142,-0.098252,-0.035011,229.487379,-0.011838,0.019126,0.003776,-4.415466,33.000000,264.306856,-0.537294,-0.005700,0.000000,134.718081,33.000000,209.317167,-112.459872,-20.230905
9.850000,265.736199,267.155499,-0.525558,-0.003539,28.597815,-0.005612,-0.018802,-0.003164,0.265622,0.168825,-0.106498,-0.039079,228.796512,-0.011751,0.023900,0.003217,-4.402185,33.000000,265.736199,-0.545524,-0.005816,0.000000,133.288961,33.000000,209.537276,-162.317139,-65.880882
9.900000,267.166351,268.586044,-0.530219,-0.004665,28.611053,0.008024,-0.022527,-0.003160,0.264752,0.272726,-0.074483,-0.038118,228.108373,0.000069,0.028298,0.002392,-4.388947,33.000000,267.166351,-0.553921,-0.005930,0.000000,131.859173,33.000000,209.756723,-184.093197,-118.552741
9.950000,268.597017,270.017245,-0.535815,-0.005966,28.624227,0.021594,-0.026017,-0.003361,0.263473,0.271392,-0.069807,-0.042967,227.422433,-0.004013,0.032206,0.001379,-4.375773,33.000000,268.597017,-0.562491,-0.006044,0.000000,130.428718,33.000000,209.975512,-225.507261,-169.952124
10.000000,270.028486,271.449096,-0.542643,-0.007449,28.637328,0.034292,-0.029654,-0.003654,0.262018,0.253961,-0.072746,-0.054688,226.739801,-0.005856,0.035331,0.000192,-4.362672,33.000000,270.028486,-0.571216,-0.006158,0.000000,128.997595,33.000000,210.193646,-271.633006,-219.544126
10.050000,271.460467,272.881591,-0.550971,-0.009111,28.650353,0.046841,-0.033247,-0.003911,0.260504,0.250993,-0.071850,-0.059393,226.060941,-0.005136,0.037408,-0.001178,-4.349647,33.000000,271.460467,-0.580123,-0.006270,0.000000,127.565805,32.935000,210.407878,-314.217342,-268.437417
10.100000,272.893099,274.314724,-0.561041,-0.010935,28.663301,0.059748,-0.036492,-0.004071,0.258963,0.258140,-0.064903,-0.061095,225.385996,-0.003205,0.038135,-0.002729,-4.336699,33.000000,272.893099,-0.589181,-0.006382,0.000000,126.133350,32.870000,210.618213,-351.098325,-316.680471
10.150000,274.326518,275.748487,-0.573047,-0.012878,28.676176,0.073459,-0.038852,-0.004026,0.257492,0.274215,-0.047203,-0.060239,224.715046,0.000897,0.037295,-0.004442,-4.323824,33.000000,274.326518,-0.598413,-0.006493,0.000000,124.700231,32.805000,210.824654,-376.929404,-363.161921
10.200000,275.760438,277.182874,-0.587137,-0.014871,28.688983,0.087665,-0.039855,-0.003736,0.256144,0.284117,-0.020056,-0.056394,224.047911,0.005805,0.034675,-0.006275,-4.311017,33.000000,275.760438,-0.607802,-0.006603,0.000000,123.266454,32.740000,211.027205,-389.779081,-405.053366
10.250000,277.195132,278.617879,-0.603323,-0.016779,28.701743,0.103092,-0.038159,-0.002887,0.255205,0.308546,0.033919,-0.045735,223.384331,0.016973,0.030134,-0.008158,-4.298257,33.000000,277.195132,-0.617354,-0.006713,0.000000,121.832022,32.675000,211.225868,-371.236122,-438.612298
10.300000,278.630319,280.053496,-0.621661,-0.018521,28.714459,0.115024,-0.034854,-0.002079,0.254326,0.238647,0.066102,-0.036356,222.723106,0.016153,0.023661,-0.009957,-4.285541,33.000000,278.630319,-0.627069,-0.006822,0.000000,120.396939,32.610000,211.420645,-354.453377,-456.014008
10.350000,280.066270,281.489721,-0.642130,-0.020026,28.727151,0.122678,-0.030092,-0.001181,0.253830,0.153072,0.095243,-0.027497,222.064165,0.017958,0.015186,-0.011592,-4.272849,33.000000,280.066270,-0.636936,-0.006929,0.000000,118.961210,32.545000,211.611537,-324.210035,-455.892821
10.400000,281.502704,282.926551,-0.664593,-0.021207,28.739837,0.126277,-0.023627,-0.000095,0.253733,0.071976,0.129299,-0.011859,221.406514,0.021723,0.004752,-0.012990,-4.260163,33.000000,281.502704,-0.646974,-0.007036,0.000000,117.524841,32.480000,211.798545,-273.688452,-437.824709
10.450000,282.939758,284.363988,-0.688784,-0.021962,28.752533,0.125918,-0.015101,0.001240,0.253921,-0.007184,0.170522,0.001824,220.749122,0.026712,-0.007532,-0.014065,-4.247467,33.000000,282.939758,-0.657155,-0.007143,0.000000,116.087835,32.415000,211.981669,-199.610293,-400.521246
10.500000,284.377568,285.802036,-0.714313,-0.022175,28.765243,0.121156,-0.004257,0.002832,0.254199,-0.095242,0.216874,0.009325,220.091247,0.031837,-0.021375,-0.014714,-4.234757,33.000000,284.377568,-0.667508,-0.007248,0.000000,114.650196,32.350000,212.160907,-101.349916,-341.639769
10.550000,285.815863,287.240704,-0.740658,-0.021723,28.777958,0.111230,0.009037,0.004666,0.254283,-0.198520,0.265871,0.007228,219.432658,0.036677,-0.036409,-0.014823,-4.222042,33.000000,285.815863,-0.678005,-0.007352,0.000000,113.211924,32.285000,212.336259,21.457079,-258.483685
10.600000,287.254919,288.680000,-0.767175,-0.020490,28.790648,0.095083,0.024666,0.006677,0.253807,-0.322939,0.312590,-0.007851,218.773858,0.040212,-0.052101,-0.014267,-4.209352,33.000000,287.254919,-0.688662,-0.007456,0.000000,111.773020,32.220000,212.507726,166.723054,-148.616560
10.650000,288.694469,290.119930,-0.793521,-0.018638,28.803358,0.063237,0.037039,0.007170,0.254205,-0.636908,0.247465,-0.001560,218.116218,0.009872,-0.067812,-0.012932,-4.196642,33.000000,288.694469,-0.699470,-0.007559,0.000000,110.333486,32.155000,212.675308,241.992347,-10.619708
10.700000,290.134789,291.560505,-0.818901,-0.016145,28.815950,0.029451,0.049871,0.008328,0.251840,-0.675719,0.256634,-0.039333,217.457647,0.023148,-0.083205,-0.010978,-4.184050,33.000000,290.134789,-0.710427,-0.007660,0.000000,108.893320,32.090000,212.839011,380.762998,134.407035
10.750000,291.575609,293.001730,-0.842382,-0.012926,28.828328,-0.004230,0.064368,0.009894,0.247560,-0.673617,0.289947,-0.132886,216.805205,0.031327,-0.097473,-0.008384,-4.171672,33.000000,291.575609,-0.721542,-0.007761,0.000000,107.452525,32.025000,212.998844,546.009226,285.778355
10.800000,293.017200,294.443605,-0.863010,-0.008907,28.840411,-0.039763,0.080384,0.011600,0.241653,-0.710677,0.320306,-0.203728,216.163852,0.034129,-0.109706,-0.005065,-4.159589,33.000000,293.017200,-0.732795,-0.007861,0.000000,106.011109,31.960000,213.154824,719.765224,447.557155
10.850000,294.459282,295.886118,-0.879848,-0.004060,28.852126,-0.079792,0.096939,0.013155,0.234308,-0.800562,0.331117,-0.265044,215.537799,0.031099,-0.118920,-0.000947,-4.147874,33.000000,294.459282,-0.744211,-0.007960,0.000000,104.569088,31.895000,213.306968,889.093610,621.823761
10.900000,295.901972,297.329251,-0.891974,0.001593,28.863396,-0.125325,0.113054,0.014424,0.225405,-0.910668,0.322299,-0.324965,214.930782,0.025375,-0.124212,0.003998,-4.136604,33.000000,295.901972,-0.755760,-0.008058,0.000000,103.126487,31.830000,213.455298,1050.338963,806.068620
10.950000,297.345373,298.772971,-0.898497,0.007973,28.874157,-0.176460,0.127607,0.015237,0.215215,-1.022703,0.291046,-0.381866,214.346832,0.016249,-0.124636,0.009747,-4.125843,33.000000,297.345373,-0.767465,-0.008155,0.000000,101.683341,31.765000,213.599840,1195.098052,994.734717
11.000000,298.789180,300.217236,-0.898601,0.014944,28.884372,-0.232364,0.139424,0.015439,0.204307,-1.118073,0.236344,-0.421968,213.789258,0.004048,-0.119320,0.016223,-4.115628,33.000000,298.789180,-0.779307,-0.008250,0.000000,100.239697,31.700000,213.740621,1314.466300,1179.966914
11.050000,300.233605,301.662022,-0.892212,0.021918,28.894397,-0.304050,0.139481,0.012360,0.200482,-1.433720,0.001143,-0.294650,213.259749,-0.061587,-0.107440,0.023290,-4.105603,33.000000,300.233605,-0.791293,-0.008345,0.000000,98.795614,31.635000,213.877651,1263.518800,1352.858174
11.100000,301.678362,303.107272,-0.878707,0.028692,28.903988,-0.363458,0.135479,0.010353,0.191825,-1.188163,-0.080048,-0.249639,212.740435,-0.040130,-0.088927,0.030357,-4.096012,33.000000,301.678362,-0.803420,-0.008439,0.000000,97.351121,31.570000,214.010952,1288.835757,1477.069044
11.150000,303.123640,304.552923,-0.857522,0.035191,28.913269,-0.405938,0.129972,0.008844,0.185625,-0.849595,-0.110136,-0.297142,212.243536,-0.030185,-0.063163,0.037224,-4.086731,33.000000,303.123640,-0.815681,-0.008532,0.000000,95.906291,31.505000,214.140539,1314.403252,1554.217235
11.200000,304.569123,305.998913,-0.828343,0.041345,28.922432,-0.434290,0.123076,0.007382,0.183261,-0.567050,-0.137916,-0.171283,211.762682,-0.029236,-0.029576,0.043814,-4.077568,33.000000,304.569123,-0.828085,-0.008624,0.000000,94.461208,31.440000,214.266417,1309.849015,1593.168082
11.250000,306.014983,307.445195,-0.791145,0.047036,28.931665,-0.452249,0.113830,0.005617,0.184661,-0.359175,-0.184930,-0.019282,211.287929,-0.035301,0.012128,0.050059,-4.068335,33.000000,306.014983,-0.840612,-0.008714,0.000000,93.015949,31.375000,214.388584,1261.394845,1599.846955
11.300000,307.460939,308.891734,-0.746122,0.052121,28.941123,-0.460814,0.101699,0.003564,0.189151,-0.171293,-0.242618,0.117815,210.809547,-0.041064,0.061999,0.055840,-4.058877,33.000000,307.460939,-0.853285,-0.008804,0.000000,91.570579,31.310000,214.507028,1175.457130,1574.751133
11.350000,308.907075,310.338514,-0.693686,0.056428,28.950942,-0.460179,0.086134,0.001165,0.196383,0.012684,-0.311293,0.234437,210.319518,-0.047976,0.119813,0.061013,-4.049058,33.000000,308.907075,-0.866076,-0.008892,0.000000,90.125146,31.245000,214.621731,1049.631202,1515.815988
11.400000,310.353477,311.785538,-0.634447,0.059778,28.961229,-0.449289,0.067008,-0.001496,0.205748,0.217815,-0.382524,0.331932,209.810743,-0.053212,0.185177,0.065407,-4.038771,33.000000,310.353477,-0.879005,-0.008979,0.000000,88.679679,31.180000,214.732669,887.543309,1418.892618
11.450000,311.799945,313.232881,-0.570103,0.061448,28.972039,-0.444773,0.033403,-0.007744,0.216191,0.090310,-0.672097,0.396166,209.277302,-0.124975,0.257465,0.068843,-4.027961,33.000000,311.799945,-0.892054,-0.009065,0.000000,87.234186,31.115000,214.839817,502.020113,1280.012296
11.500000,313.246765,314.680568,-0.501325,0.061494,28.983577,-0.405065,0.000913,-0.010691,0.230763,0.794166,-0.649800,0.500289,208.717370,-0.058924,0.334988,0.070598,-4.016423,33.000000,313.246765,-0.905232,-0.009150,0.000000,85.788579,31.050000,214.943138,293.593577,1055.465008
11.550000,314.693783,316.128647,-0.428957,0.060155,28.995777,-0.335208,-0.026782,-0.012063,0.243998,1.397144,-0.553904,0.556144,208.119595,-0.027454,0.417070,0.070728,-4.004223,33.000000,314.693783,-0.918535,-0.009234,0.000000,84.342839,30.985000,215.042599,105.550281,766.814891
11.600000,316.141224,317.577191,-0.354250,0.057637,29.008309,-0.250242,-0.050357,-0.012929,0.250644,1.699302,-0.471488,0.397635,207.487447,-0.017308,0.502862,0.069471,-3.991691,33.000000,316.141224,-0.931958,-0.009316,0.000000,82.896920,30.920000,215.138184,-107.260647,448.229588
11.650000,317.589015,319.026289,-0.278755,0.054062,29.020813,-0.162127,-0.071500,-0.013826,0.250074,1.762301,-0.422864,0.121506,206.838021,-0.017943,0.591122,0.067035,-3.979187,33.000000,317.589015,-0.945509,-0.009398,0.000000,81.450735,30.855000,215.229893,-345.952705,126.479324
11.700000,319.037404,320.476025,-0.204120,0.049505,29.033008,-0.076215,-0.091145,-0.014791,0.243896,1.718252,-0.392896,-0.134966,206.190042,-0.019294,0.680283,0.063540,-3.966992,33.000000,319.037404,-0.959174,-0.009478,0.000000,80.004171,30.790000,215.317743,-590.487134,-184.339551
11.750000,320.486358,321.926464,-0.131927,0.044042,29.044699,0.006599,-0.109258,-0.015645,0.233833,1.656277,-0.362267,-0.324816,205.558053,-0.017080,0.768717,0.059062,-3.955301,33.000000,320.486358,-0.972971,-0.009557,0.000000,78.557110,30.725000,215.401758,-821.130066,-478.346609
11.800000,321.936028,323.377630,-0.062640,0.038388,29.056196,0.106582,-0.113069,-0.012397,0.229940,1.999665,-0.076220,-0.279126,204.951921,0.064951,0.854818,0.053677,-3.943804,33.000000,321.936028,-0.986877,-0.009635,0.000000,77.109441,30.660000,215.481948,-817.631142,-752.716624
11.850000,323.386490,324.829576,0.000398,0.031408,29.065904,0.145335,-0.139604,-0.019218,0.194146,0.775065,-0.530702,-0.793743,204.355657,-0.136414,0.938143,0.048100,-3.934096,33.000000,323.386490,-1.000913,-0.009711,0.000000,75.661126,30.595000,215.558403,-1380.279449,-958.203751
11.900000,324.837729,326.282285,0.056601,0.023442,29.075158,0.211136,-0.159331,-0.019449,0.185091,1.316015,-0.394533,-0.896976,203.852973,-0.004627,1.015328,0.041195,-3.924842,33.000000,324.837729,-1.015059,-0.009787,0.000000,74.211998,30.530000,215.631145,-1486.494140,-1198.000859
11.950000,326.289828,327.735740,0.105888,0.015255,29.084203,0.304101,-0.163729,-0.015896,0.180897,1.859292,-0.087963,-0.264970,203.373584,0.071055,1.085801,0.033302,-3.915797,33.000000,326.289828,-1.029327,-0.009861,0.000000,72.762034,30.465000,215.700185,-1434.477065,-1435.326409
12.000000,327.742689,329.189904,0.147571,0.007234,29.092620,0.389919,-0.160420,-0.012934,0.168340,1.716355,0.066190,-0.335019,202.904881,0.059250,1.149469,0.025189,-3.907380,33.000000,327.742689,-1.043707,-0.009934,0.000000,71.311230,30.400000,215.765554,-1450.542693,-1618.813389
12.050000,329.196360,330.644729,0.181143,-0.000309,29.100605,0.460933,-0.150861,-0.009656,0.159702,1.420291,0.191171,-0.423900,202.468733,0.065546,1.205646,0.017240,-3.899395,33.000000,329.196360,-1.058199,-0.010005,0.000000,69.859575,30.335000,215.827274,-1430.064592,-1741.366176
12.100000,330.650731,332.100163,0.206452,-0.007048,29.108505,0.515176,-0.134782,-0.005788,0.157999,1.084851,0.321582,-0.206818,202.054937,0.077365,1.253823,0.009767,-3.891495,33.000000,330.650731,-1.072804,-0.010076,0.000000,68.407075,30.270000,215.885348,-1345.236479,-1802.436805
12.150000,332.105814,333.556149,0.223459,-0.012798,29.116612,0.545365,-0.114990,-0.002369,0.162132,0.603796,0.395838,0.048586,201.641389,0.068386,1.293842,0.003097,-3.883388,33.000000,332.105814,-1.087513,-0.010145,0.000000,66.953755,30.205000,215.939768,-1246.781670,-1798.810046
12.200000,333.561502,335.012645,0.232433,-0.017401,29.125227,0.552237,-0.092076,0.000919,0.172300,0.137436,0.458287,0.286029,201.225462,0.065767,1.325670,-0.002585,-3.874773,33.000000,333.561502,-1.102335,-0.010213,0.000000,65.499643,30.140000,215.990507,-1105.943375,-1734.004045
12.250000,335.017799,336.469616,0.233798,-0.020815,29.134537,0.534331,-0.068279,0.003502,0.186202,-0.358116,0.475936,0.481400,200.779477,0.051652,1.349560,-0.007122,-3.865463,33.000000,335.017799,-1.117251,-0.010279,0.000000,64.044773,30.075000,216.037530,-955.144167,-1609.851375
12.300000,336.474622,337.927045,0.228203,-0.023058,29.144606,0.494822,-0.044863,0.005481,0.201394,-0.790195,0.468310,0.581867,200.296842,0.039569,1.365953,-0.010471,-3.855394,33.000000,336.474622,-1.132280,-0.010344,0.000000,62.589176,30.010000,216.080799,-788.123934,-1433.667559
12.350000,337.931974,339.384931,0.216467,-0.024222,29.155376,0.437614,-0.023280,0.006753,0.215396,-1.144151,0.431671,0.583885,199.775134,0.025441,1.375476,-0.012650,-3.844624,33.000000,337.931974,-1.147399,-0.010408,0.000000,61.132880,29.945000,216.120281,-617.969039,-1215.943350
12.400000,339.389864,340.843284,0.199553,-0.024451,29.166690,0.368236,-0.004570,0.007386,0.226279,-1.387557,0.374201,0.497707,199.217093,0.012670,1.378962,-0.013752,-3.833310,33.000000,339.389864,-1.162623,-0.010471,0.000000,59.675908,29.880000,216.155946,-450.302496,-971.897338
12.450000,340.848254,342.302123,0.178540,-0.023904,29.178345,0.293202,0.010930,0.007574,0.233100,-1.500690,0.309993,0.354079,198.630859,0.003755,1.377360,-0.013919,-3.821655,33.000000,340.848254,-1.177936,-0.010532,0.000000,58.218280,29.815000,216.187779,-286.537179,-719.374483
12.500000,342.307191,343.761473,0.154476,-0.022793,29.190154,0.216487,0.022218,0.007141,0.236174,-1.534293,0.225766,0.197905,198.027109,-0.008665,1.371757,-0.013313,-3.809846,33.000000,342.307191,-1.193347,-0.010592,0.000000,56.760017,29.750000,216.215771,-149.894497,-474.611414
12.550000,343.766651,345.221356,0.128460,-0.021270,29.201947,0.145280,0.030479,0.006673,0.235856,-1.424153,0.165206,0.055118,197.415241,-0.009344,1.363192,-0.012144,-3.798053,33.000000,343.766651,-1.208848,-0.010650,0.000000,55.301138,29.685000,216.239924,-16.421855,-253.845858
12.600000,345.226684,346.681795,0.101482,-0.019471,29.213636,0.081768,0.035969,0.006051,0.233785,-1.270229,0.109805,-0.047799,196.804188,-0.012449,1.352766,-0.010563,-3.786364,33.000000,345.226684,-1.224440,-0.010707,0.000000,53.841668,29.620000,216.260242,94.357749,-63.744302
12.650000,346.687263,348.142803,0.074345,-0.017548,29.225186,0.026270,0.038471,0.005156,0.231002,-1.109968,0.050041,-0.097076,196.198474,-0.017896,1.341466,-0.008708,-3.774814,33.000000,346.687263,-1.240121,-0.010763,0.000000,52.381633,29.555000,216.276733,171.933573,92.823169
12.700000,348.148432,349.604390,0.047701,-0.015628,29.236589,-0.019880,0.038392,0.004150,0.228065,-0.922986,-0.001572,-0.114393,195.599982,-0.020123,1.330092,-0.006731,-3.763411,33.000000,348.148432,-1.255886,-0.010817,0.000000,50.921057,29.490000,216.289403,224.557897,213.659165
12.750000,349.610155,351.066561,0.022064,-0.013806,29.247864,-0.055678,0.036449,0.003176,0.225490,-0.715971,-0.038873,-0.110245,195.009113,-0.019482,1.319299,-0.004758,-3.752136,33.000000,349.610155,-1.271739,-0.010870,0.000000,49.459967,29.425000,216.298260,258.208416,299.182122
12.800000,351.072469,352.529317,-0.002260,-0.012183,29.259048,-0.082567,0.032460,0.002043,0.223678,-0.537783,-0.079779,-0.087745,194.424884,-0.022666,1.309590,-0.002884,-3.740952,33.000000,351.072469,-1.287669,-0.010921,0.000000,47.998391,29.360000,216.303308,261.049708,352.620884
12.850000,352.535335,353.992656,-0.025113,-0.010843,29.270176,-0.100482,0.026793,0.000888,0.222560,-0.358288,-0.113326,-0.058585,193.845348,-0.023092,1.301281,-0.001211,-3.729824,33.000000,352.535335,-1.303686,-0.010971,0.000000,46.536349,29.295000,216.304549,243.384320,375.544844
12.900000,353.998767,355.456575,-0.046385,-0.009798,29.281277,-0.107963,0.020905,0.000084,0.222022,-0.149632,-0.117775,-0.033107,193.268727,-0.016085,1.294515,0.000177,-3.718723,33.000000,353.998767,-1.319774,-0.011020,0.000000,45.073862,29.230000,216.301985,226.349650,370.340505
12.950000,355.462778,356.921070,-0.066160,-0.009081,29.292374,-0.108509,0.014335,-0.000792,0.221940,-0.010909,-0.131385,-0.012401,192.693476,-0.017506,1.289414,0.001269,-3.707626,33.000000,355.462778,-1.335947,-0.011067,0.000000,43.610951,29.165000,216.295616,185.060339,344.228764
13.000000,356.927330,358.386137,-0.084585,-0.008695,29.303476,-0.102403,0.007710,-0.001485,0.222049,0.122110,-0.132517,0.000526,192.118447,-0.013871,1.285878,0.002032,-3.696524,33.000000,356.927330,-1.352187,-0.011113,0.000000,42.147628,29.100000,216.285443,139.914681,300.520507
13.050000,358.392455,359.851772,-0.101843,-0.008607,29.314584,-0.090283,0.001774,-0.001899,0.222161,0.242412,-0.118710,0.004411,191.543143,-0.008272,1.283769,0.002461,-3.685416,33.000000,358.392455,-1.368504,-0.011157,0.000000,40.683904,29.035000,216.271463,97.679897,243.948332
13.100000,359.858116,361.317970,-0.118150,-0.008754,29.325689,-0.073731,-0.002955,-0.002033,0.222097,0.331032,-0.094585,0.000971,190.967552,-0.002681,1.282892,0.002593,-3.674311,33.000000,359.858116,-1.384887,-0.011200,0.000000,39.219789,28.970000,216.253679,60.391271,180.786781
13.150000,361.324345,362.784729,-0.133732,-0.009066,29.336777,-0.054834,-0.006230,-0.001931,0.221761,0.377942,-0.065505,-0.008005,190.392128,0.002047,1.283038,0.002487,-3.663223,33.000000,361.324345,-1.401341,-0.011241,0.000000,37.755292,28.905000,216.232090,29.239113,117.542310
